Series,EpisodeNumber,EpisodeTitle,AirDate,TaskNumber,Description,IsLive,IsTeam,IsPrize,Contestant1,Contestant2,Contestant3,Contestant4,Contestant5
8,3,Stuck in a mammal groove,22 May 2019,5,"Get into one sleeping bag with your arms through the arm-holes, the zip zipped up and the hood on your head. Then stand to attention and salute the Taskmaster for a five full seconds. Then get into the other sleeping bag with your arms in the arm-holes, the zip zipped up and the hood on your head whilst still in your first sleeping bag. Then skip once.",TRUE,FALSE,FALSE,5[1],1,4[1],1,1
8,4,The barrel dad,29 May 2019,1,Best present for a doctor.,FALSE,FALSE,TRUE,1,4,3,1,5
8,4,The barrel dad,29 May 2019,2,Get this loo roll through the toilet seat. You must not lower the toilet seat.,FALSE,FALSE,FALSE,5,4,4,1,2
8,4,The barrel dad,29 May 2019,3,Make the best thing to engage a toddler.,FALSE,FALSE,FALSE,4,4,3,5,5
8,4,The barrel dad,29 May 2019,4,"Put the most weight in the hammock without anything falling out of the hammock. If anything falls out of the hammock, you are disqualified.",FALSE,TRUE,FALSE,DQ,3,DQ,DQ,3
8,4,The barrel dad,29 May 2019,5,"Choose a hoop that you think you can throw a frying pan into. Choose a distance from which you can throw a frying pan into that hoop. If you choose the big hoop, you have one attempt. If you choose the medium hoop, you have two attempts. If you choose the small hoop, you have three attempts.",TRUE,FALSE,FALSE,0,0,5,4,0
8,5,Stay humble,5 June 2019,1,Best face.,FALSE,FALSE,TRUE,5,1,2,4,3
8,5,Stay humble,5 June 2019,2,Divert the sand from bucket A into bucket B. You may not touch the sand. You may not move the buckets. You may not leave the room.,FALSE,FALSE,FALSE,DQ,4,5,2,3
8,5,Stay humble,5 June 2019,3,"Make the most realistic injury using food. If two or more people use tomato ketchup, they are disqualified.",FALSE,FALSE,FALSE,4,4,4,1,5
8,5,Stay humble,5 June 2019,4,"Have a long-distance game of catch with this beach ball. One team member must be filmed in one location throwing the ball out of shot. Another team member must then be filmed in another location, catching the ball correctly and throwing the ball out of shot and so on.",FALSE,TRUE,FALSE,3,2,3,3,2
8,5,Stay humble,5 June 2019,5,"Herd the most ping-pong balls into the ping-pong pen. You may only touch the ping-pong balls with the basketball, the string or one little finger. You may not move the ping-pong pens..Secret Instruction: Herd this ball and you halve your total.",FALSE,FALSE,FALSE,5,4,4,1,2
8,5,Stay humble,5 June 2019,6,"Recreate the scene in the box. You will parade past it once, and must be touching the person in front of you throughout the parade.",TRUE,FALSE,FALSE,4,5,2,2,2
8,6,Rock 'n' roll umlaut,12 June 2019,1,Best see-through item.,FALSE,FALSE,TRUE,1,4,1,1,1
8,6,Rock 'n' roll umlaut,12 June 2019,2,Completely conceal yourself in this phone box. No part of you or your clothing may be visible from outside the phone box.,FALSE,FALSE,FALSE,5,2,4,1,2
8,6,Rock 'n' roll umlaut,12 June 2019,3,Design the most iconic album cover.,FALSE,TRUE,FALSE,2,4,2,2,4
8,6,Rock 'n' roll umlaut,12 June 2019,4,"In five minutes, you must return this pack of cards to Alex in the lab and tell Alex the order that the cards are currently in. You may not leave this room during the five minutes.",FALSE,FALSE,FALSE,2,4,DQ,5,3
8,6,Rock 'n' roll umlaut,12 June 2019,6,"Standing behind the first line, roll your loo roll beyond the second line. If your loo roll fails to cross the second line or falls from the runway, you are eliminated from the task.",TRUE,FALSE,FALSE,0,DQ,5,DQ,0
8,7,This is Trevor,19 June 2019,1,Best slippery thing.,FALSE,FALSE,TRUE,3,4,5,4,2
8,7,This is Trevor,19 June 2019,2,"Find the pink ladies. If you touch or move a bowl, you must turn it over. If you find the green egg, you are disqualified.",FALSE,FALSE,FALSE,DQ,5,4,3,DQ
8,7,This is Trevor,19 June 2019,3,Choose an outfit that the contestant whose first name comes after yours alphabetically must wear throughout a future task.,FALSE,FALSE,FALSE,4,5,2,3,2
8,7,This is Trevor,19 June 2019,4,Do the most powerful thing with your little finger.,FALSE,FALSE,FALSE,3,5,2,3,2
8,7,This is Trevor,19 June 2019,5,Team Live:Do not release the green egg. Each team will be asked a question in turn. If you pull the string with the correct answer you will not release the green egg. A different member of your team must answer each time.,FALSE,FALSE,FALSE,0,5,0,0,5
8,8,Aquatic sewing machine,26 June 2019,1,Nicest thing to hold.,FALSE,FALSE,TRUE,3,4,2,5,3
8,8,Aquatic sewing machine,26 June 2019,2,Make the best picture in the sand of a former Taskmaster contestant using one of these implements. You must roll the dice to choose your implement. Nothing but air may touch the sand at any point.,FALSE,FALSE,FALSE,5,2,2,4,1
8,8,Aquatic sewing machine,26 June 2019,3,Catch all the red balls in things from the shed. Catch all the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball in something from the kitchen. You may not touch the ball machines. Any non-green ball that touches the ground at any point will not count.,FALSE,TRUE,FALSE,5,DQ,5,5,DQ
8,8,Aquatic sewing machine,26 June 2019,4,Make this beach ball cross the finishing line. Only water can touch the beach ball.,FALSE,FALSE,FALSE,5,1,3[2],2,4[2]
8,8,Aquatic sewing machine,26 June 2019,5,"Complete the five-syllable word started by the Taskmaster. Honk your horn if you think you know what word the Taskmaster is going to say. If you guess it correctly after one syllable, you get five points. If you guess it after two syllables - four points etc. Guess it incorrectly, you lose all your points. You may only guess once per word.",TRUE,FALSE,FALSE,0,0,0,5,0
8,9,I've been a bit ill,3 July 2019,1,Best form of protection.,FALSE,FALSE,TRUE,4,3,5,4,3
8,9,I've been a bit ill,3 July 2019,2,"Bounce one of these balls so that it lands in that bin. After propelling the ball, you may not touch or strike it on its way to that bin. You must use the ball you touch first.",FALSE,FALSE,FALSE,3,1,5,2,4
8,9,I've been a bit ill,3 July 2019,3,Devise the most delicious dust.,FALSE,FALSE,FALSE,5,4,1,3,2
8,9,I've been a bit ill,3 July 2019,4,Make yourselves look like one person.,FALSE,TRUE,FALSE,3,2,3,3,2
8,9,I've been a bit ill,3 July 2019,5,"Stack the most bowls and plates on your head. You must stack them one at a time. Also, you must stand upright when you stack. Also, you may not touch a bowl or plate that is already stacked. Also, you must stack the bowls and plated alternately. Also, you must stay standing on your spot throughout the task.",TRUE,FALSE,FALSE,3,2,5,4,1
8,10,Clumpy swayey clumsy man,10 July 2019,1,Best thing that will actually change your life for the better the most.,FALSE,FALSE,TRUE,5,4,3,3,2
8,10,Clumpy swayey clumsy man,10 July 2019,3,Make yourself some tremendous pretend legs.,FALSE,FALSE,FALSE,3,1,4,2,5
8,10,Clumpy swayey clumsy man,10 July 2019,4,"Follow the instructions on the signs and park this buggy in the parking bay. You have a maximum of 10 minutes to prepare your journey, during which you may not move any of the items on the course. Your journey must start from where the buggy is now. Also, you must be wearing this blindfold correctly at all times during your journey.",FALSE,FALSE,FALSE,5,3,1,2,4
8,10,Clumpy swayey clumsy man,10 July 2019,5,"Correctly wearing these goggles, and with your eyes open at all times, retrieve your duck. You must stand on your spot and hold your stick by the handle. You must stay standing on your spot throughout the task.",TRUE,FALSE,FALSE,0,0,0,0,0
9,1,Join our cult,4 September 2019,1,Most stressful thing.,FALSE,FALSE,TRUE,4,2,3,5,2
9,1,Join our cult,4 September 2019,2,Hide three aubergines in this room.,FALSE,FALSE,FALSE,1,5,2[1],3[1],4
9,1,Join our cult,4 September 2019,3,Arrange the lollies in rainbow order on the board in front of you. You may only take off your goggles if you find the dodo. You may only accuse one thing of being a dodo.,FALSE,FALSE,FALSE,3,5,3,1,5
9,1,Join our cult,4 September 2019,4,Make the most dramatic entrance.,FALSE,FALSE,FALSE,1,4,4,3,5
9,2,Butter in the microwave,11 September 2019,1,Best bag.,FALSE,FALSE,TRUE,1,2,3,4,5
9,2,Butter in the microwave,11 September 2019,2,Correctly identify which bin Alex is in. You must adhere to the commandments behind the curtain. You may only have one guess. No bins are to be opened at any point during the task unless authorised.,FALSE,FALSE,FALSE,4,5,0,0,0
9,2,Butter in the microwave,11 September 2019,3,"Draw a portrait of the Taskmaster using 16 A1 pages. You may not remove the A1 pages from the flipchart during your drawing. After the task, the A1 pages will be laid out in the pattern shown on the front page. You may only draw on the flipchart paper.",FALSE,FALSE,FALSE,1,3,4,5,3
9,2,Butter in the microwave,11 September 2019,4,"Complete this adventure (by saying the word demeaning). Unless otherwise stated, you must stick together and only open one task when you've completed the previous one.",FALSE,TRUE,FALSE,3,5,3,5,5
9,2,Butter in the microwave,11 September 2019,5,Make a lovely little ball arrangement.,TRUE,FALSE,FALSE,1,4,5,4,2
9,3,Five miles per day,18 September 2019,1,Weirdest wooden thing.,FALSE,FALSE,TRUE,5,3,1,4,2
9,3,Five miles per day,18 September 2019,2,Go to the caravan. You must enter the caravan within 2 minutes of Alex entering the caravan.,FALSE,FALSE,FALSE,4,3,1,5,2
9,3,Five miles per day,18 September 2019,3,Build the most robust statue of the most delicate thing using the materials provided and place it on the red cross. Your delicate thing must be recognisable on the red cross an hour after you finish and should leave you feeling enormously proud of your creation.,FALSE,FALSE,FALSE,2,2,3,5,4
9,3,Five miles per day,18 September 2019,4,Break something into the most pieces and completely fix it.,FALSE,FALSE,FALSE,2,1,5,3,4
9,3,Five miles per day,18 September 2019,5,"Wearing your blindfold correctly at all times, fill a pint glass with water. If you make a big mess, you are disqualified.",TRUE,FALSE,FALSE,3,5,1,4,3
9,4,Quisps,25 September 2019,1,Best thing to celebrate with on a stage.,FALSE,FALSE,TRUE,3,5,4,2,2
9,4,Quisps,25 September 2019,2,Make the most striking water feature.,FALSE,FALSE,FALSE,4,5,2,1,3
9,4,Quisps,25 September 2019,3,Bring a classic board game to life.,FALSE,TRUE,FALSE,3,3,3,3,3
9,4,Quisps,25 September 2019,4,Say a letter of the alphabet.,FALSE,FALSE,FALSE,0,0,0,0,0
9,4,Quisps,25 September 2019,5,"Throw your things far but not too far. Taking it in turns, you must select a thing and throw it beyond the line but not off the runway. If your thing does not end up in the safe zone, you are disqualified. If all the objects end up in the safe zone, the person who has thrown their thing the shortest distance is disqualified. You may not manipulate your things in any way before throwing them.",TRUE,FALSE,FALSE,1,1,4,1,5
9,5,Another spoon,2 October 2019,1,Best defunct thing.,FALSE,FALSE,TRUE,5,2,3,4,1
9,5,Another spoon,2 October 2019,2,Lasso Alex. You must stand behind this line at all times.,FALSE,FALSE,FALSE,1,2,5,3,4
9,5,Another spoon,2 October 2019,3,"Make the most accurate and inventive egg timer. After which, Alex will boil an egg for as long as your egg timer lasts. The Taskmaster likes his eggs runny, but not too runny. You may not use any pre-existing timing devices.",FALSE,FALSE,FALSE,2,1,5,3,4
9,5,Another spoon,2 October 2019,5,"Looking at your mirrors and facing forward at all times, build the highest tower of bricks on the table behind you.You must stay on your spot and use your litter pickers at all times.",TRUE,FALSE,FALSE,2,5,3,2[2],5
9,6,Bready bready bready,9 October 2019,1,"The thing that, if you found it in a field, you'd be most pleased about.",FALSE,FALSE,TRUE,3,5,4,1,2
9,6,Bready bready bready,9 October 2019,2,Make a part of your body look abnormally long.,FALSE,FALSE,FALSE,1,3,5,3,4
9,6,Bready bready bready,9 October 2019,4,Serenade yourself.,FALSE,FALSE,FALSE,2,5,5,3,5
9,6,Bready bready bready,9 October 2019,5,Slide a drink to the Taskmaster. The worst slider each round must leave the bar.,TRUE,FALSE,FALSE,4,1,2,5[3],3
9,7,A cuddle,16 October 2019,1,Best thing they've taken from someone else's house.,FALSE,FALSE,TRUE,5,3,1,4,2
9,7,A cuddle,16 October 2019,2,"Get an entire egg into one of those metal things. The highest single score wins. If you get an entire egg into one of these metal things without the egg breaking, the score is doubled. You may not move the chair or the metal things and you must release your egg while on the chair.",FALSE,FALSE,FALSE,3,4,2,5,1
9,7,A cuddle,16 October 2019,3,Forge the best Mount Rushmore.,FALSE,FALSE,FALSE,5,4,3,5,4
9,7,A cuddle,16 October 2019,4,Join your hands together so your palms are touching and each finger of one hand is touching the equivalent finger on the other hand. Your hands must stay in this position for the entirety of the task. Put the most gold rings on this drumstick.,FALSE,FALSE,FALSE,1,5,3,5,3
9,7,A cuddle,16 October 2019,5,Read the Taskmaster's mind. The Taskmaster will choose a card. You must state if that card features a horse or a laminator. You will receive 1 point for every correct answer in a row.,TRUE,FALSE,FALSE,0,1,13,5,1
9,8,Shaqinahat,23 October 2019,1,Best thing from a shed.,FALSE,FALSE,TRUE,2,4,5,1,3
9,8,Shaqinahat,23 October 2019,2,Throw something into this pedal bin from the furthest distance. The pedal bin must be shut when you throw your thing.,FALSE,FALSE,FALSE,1,5,4,2[4],3[4]
9,8,Shaqinahat,23 October 2019,3,Write the best lyrics to the Taskmaster theme tune and perform them in the most memorable way.,FALSE,FALSE,FALSE,2,4,1,3,5
9,8,Shaqinahat,23 October 2019,4,Supply the sound for this film. You will have one chance to perform all the sounds in time with the film.,FALSE,TRUE,FALSE,2,3,2,3,3
9,8,Shaqinahat,23 October 2019,5,"Without adjusting your welder's mask at any point, draw your own face on the front of your welder's mask. Your face should be the same size of your face and either very angry or very happy.",TRUE,FALSE,FALSE,3,4,3,5,4
9,9,Don't like them go bang,30 October 2019,1,Most desirable smooth thing.,FALSE,FALSE,TRUE,5,4,4,4,4
9,9,Don't like them go bang,30 October 2019,2,Give Alex a five-word instruction in the most spy-like way. You must not be seen or heard communicating with Alex in any way.,FALSE,FALSE,FALSE,5,2,4,3,2
9,9,Don't like them go bang,30 October 2019,3,"Inflate, tie and pop as many balloons as possible in ten minutes. Once you pop your first balloon, you may not inflate any more balloons. If any balloons are still inflated after ten minutes, you are disqualified. Also, you may not look at a clock or any sort of timing device at any point.",FALSE,FALSE,FALSE,3,5,DQ,DQ,4
9,9,Don't like them go bang,30 October 2019,4,"Make either a knee and an elbow, a knee and a knee or an elbow or an elbow look like a famous couple. You must only use your knees and elbows.",FALSE,FALSE,FALSE,3,3,1,5,2
9,9,Don't like them go bang,30 October 2019,5,"Team Live:Standing in a queue, draw the most accurate pictures. Alex will show the person at the back of the queue a picture. The person at the back of the queue must draw this picture on the back of the person in front of them. The person at the front of the queue must draw the picture they think has been drawn on the back of their pad. No-one may communicate with anyone else.",FALSE,FALSE,FALSE,3,3,5,5,5
9,10,Think about the spirit,6 November 2019,1,Best thing that is very long and thin.,FALSE,FALSE,TRUE,3,2,4,5,1
9,10,Think about the spirit,6 November 2019,2,Do the most preposterous thing with this chickpea.,FALSE,FALSE,FALSE,2,4,1,3,5
9,10,Think about the spirit,6 November 2019,3,Make the best cup of tea in this tea cup. You must use all the equipment on the table. You must not use anything from the kitchen. You must wear the washing-up gloves throughout the task.,FALSE,TRUE,FALSE,5,1,5,1,1
9,10,Think about the spirit,6 November 2019,4,"Complete the seven tasks. When you touch a task in any way, you must complete it before looking inside another task.",FALSE,FALSE,FALSE,DQ,5,DQ,DQ,DQ
9,10,Think about the spirit,6 November 2019,5,"Pull the short breadstick. Taking it in turns, you must pull a breadstick out of the apron of the person next to you. Before each pull, the breadstick's bearer must point to one of the breadsticks, wink, and say ""This is the short breadstick"". If you pull the short breadstick, the breadstick bearer is disqualified.",TRUE,FALSE,FALSE,0,0,0,0,5
10,1,God's haemorrhoid,15 October 2020,1,Nicest thing to put in your mouth.,FALSE,FALSE,TRUE,5,3,2,1,4
10,1,God's haemorrhoid,15 October 2020,2,Knock the coconut off its perch.,FALSE,FALSE,FALSE,DQ,DQ,DQ,DQ,DQ
10,1,God's haemorrhoid,15 October 2020,3,Make the largest object properly vanish. You may not use any editing trickery.,FALSE,FALSE,FALSE,1,4,3,5,3
10,1,God's haemorrhoid,15 October 2020,5,"Get the most balls in your bucket. At the end of the task, all the balls in your bucket must be the same colour as each other. You will lose 5 points for every different coloured ball in your bucket. You may only touch your litter pickers and you must stay on your spot at all times.",TRUE,FALSE,FALSE,4,3,1,2,5
10,2,A documentary about a despot,22 October 2020,1,Best thing with loads of holes in it.,FALSE,FALSE,TRUE,2,1,4,5,3
10,2,A documentary about a despot,22 October 2020,2,Find the treasure. Do not break the box.,FALSE,TRUE,FALSE,4,–,5,5,4
10,2,A documentary about a despot,22 October 2020,3,"Make the best portrait of the Taskmaster and his favourite toy using only balloons, pegs, and your own clothes. Your portrait must fill this frame.",FALSE,FALSE,FALSE,1,5,4,2,2
10,2,A documentary about a despot,22 October 2020,4,Get all the exercise balls in the hoops. You may not move the hoops or get out of the boat.,FALSE,FALSE,FALSE,5,2,3,DQ,4
10,2,A documentary about a despot,22 October 2020,5,Guess the things that are making the noise.,TRUE,FALSE,FALSE,6,3,3,4,6
10,3,Point of swivel,29 October 2020,1,Best thing that probably has a spring in its mechanism.,FALSE,FALSE,TRUE,1,5,2,4,3
10,3,Point of swivel,29 October 2020,2,Make the best upside down film.,FALSE,FALSE,FALSE,2,5,3,4,1
10,3,Point of swivel,29 October 2020,3,"Put all the spaghetti into the grapefruit. The grapefruit may not leave this room. For the last eight minutes, you must stand with both feet on the spot on the floor.",FALSE,FALSE,FALSE,5,3,1,4,2
10,3,Point of swivel,29 October 2020,4,"Catapult this shoe into the bath using a home-made catapult contraption. Only your feet may operate your catapult contraption. You may not move the bath or this red green, and you must build your catapult contraption on this red green.",FALSE,FALSE,FALSE,5,4,1,2,3
10,3,Point of swivel,29 October 2020,5,Team Live:Draw a picture of the object on your card. You may not speak or communicate with with your team mates in any way. You must stay on your spots and not move the canvas or turntable.,FALSE,FALSE,FALSE,6,0,0,0,6
10,4,Toshwash,5 November 2020,1,Cheekiest food.,FALSE,FALSE,TRUE,2,1,4,5,3
10,4,Toshwash,5 November 2020,2,Make this phone ring.,FALSE,FALSE,FALSE,4,1,2,3,5
10,4,Toshwash,5 November 2020,3,Secretly puts something that looks amazing in your bag.,FALSE,TRUE,FALSE,5,5,0,0,0
10,4,Toshwash,5 November 2020,4,Drop this water balloon from the greatest height without it bursting. You may not damage the water balloon or remove any water from it.,FALSE,FALSE,FALSE,5,5,5,3,4
10,4,Toshwash,5 November 2020,5,"Roll an edible sphere across the finish line. The person whose edible sphere crosses the finish line first, each round, is eliminated. If your edible sphere stops moving before the finishing line, you are eliminated.",TRUE,FALSE,FALSE,3,5,4,2,1
10,5,I hate your trainers,12 November 2020,1,Best pointy thing.,FALSE,FALSE,TRUE,2,3,4,1,5
10,5,I hate your trainers,12 November 2020,2,Bag the heaviest thing from the furthest distance. Your attempt ends when you have bagged an item. Your score is the weight of the bagged object in grams multiplied by the distance from the bagging machine in centimetres.,FALSE,FALSE,FALSE,2,1,5,3,4
10,5,I hate your trainers,12 November 2020,3,"Paint a picture of a howling wolf on this teapot. You may not touch the teapot or remove it from the turntable and you may not tamper with the turntable or its power. The turntable will keep speeding up until you have named 20 American states. If you do name 20 American states, the turntable will slow down.",FALSE,FALSE,FALSE,5,3,1,2,5
10,5,I hate your trainers,12 November 2020,4,Do something out of character with this £20.,FALSE,FALSE,FALSE,5,4,3,5,4
10,5,I hate your trainers,12 November 2020,5,Eat the most watermelon. You must be wearing a boiler suit and goggles while you're eating the watermelon. You must not feed yourself.,FALSE,TRUE,FALSE,5,3,3,3,5
10,5,I hate your trainers,12 November 2020,6,Say the most different words without hesitating for more than two seconds. The person who says the fewest words each round is eliminated.,TRUE,FALSE,FALSE,5,1,4,3,3
10,6,Hippopotamus,19 November 2020,1,Most narcissistic thing.,FALSE,FALSE,TRUE,2,4,3,5,2
10,6,Hippopotamus,19 November 2020,2,"Silently, make the tastiest and prettiest cocktail with the coolest name. If you make any noise over 60 dB, you must pour anything you've prepared into the bucket, shout your given phrase at a volume of over 100 dB and start again.",FALSE,FALSE,FALSE,2,4,1,5,3
10,6,Hippopotamus,19 November 2020,3,Draw the animal that is watching you. The animal is wearing a hat. You may not leave this room and you must look in the mirror at all times.,FALSE,FALSE,FALSE,4,5,1,3,2
10,6,Hippopotamus,19 November 2020,4,Get the most water from butt A into butt B. You may not move a butt in the first five minutes.,FALSE,FALSE,FALSE,4,2,1,5,3
10,6,Hippopotamus,19 November 2020,5,"Team Live:Draw the animal named on your card. Each artist may draw three straight lines in their turn. The artist's teammates may have one guess after these three lines. If the guess is incorrect, the other team's artist can draw their straight lines. You may not speak or communicate with your teammates in any way.",FALSE,FALSE,FALSE,2,4,4,4,2
10,7,Legit glass,26 November 2020,1,Best thing that is bigger at the top than the bottom.,FALSE,FALSE,TRUE,2,3,4,5,1
10,7,Legit glass,26 November 2020,2,"Get to that finish line clutching chicken number 2. Get chicken number 1 across the start line aboard radio-controlled [contestant's name]. You must sit on the office chair at all times. If anything touches the little robots, your attempt is over.",FALSE,FALSE,FALSE,DQ,4,DQ,5,3
10,7,Legit glass,26 November 2020,3,Tell your team mate what is in this safe. You may speak into this microphone and they will hear your message played backwards.,FALSE,TRUE,FALSE,–,–,–,3,0
10,7,Legit glass,26 November 2020,4,"Make the best marble run. After releasing your marble, you may not touch your marble, nor do anything to affect its movement.",FALSE,FALSE,FALSE,4,2,5,DQ,3
10,7,Legit glass,26 November 2020,5,Communicate to the Taskmaster the item on your card. You may only make noises. You may not use any actions or anything that sounds like a word.,TRUE,FALSE,FALSE,5,4,1,3,2
10,8,Moments of silence,3 December 2020,1,Best thing with wings.,FALSE,FALSE,TRUE,2,1,3,4,5
10,8,Moments of silence,3 December 2020,2,Fill this cup so that it overfloweth. The cup must remain atop the cup pole at all times. Only liquids may touch the red green.,FALSE,FALSE,FALSE,DQ,DQ,DQ,DQ,DQ
10,8,Moments of silence,3 December 2020,3,Learn your lines.,FALSE,FALSE,FALSE,3,4,2,2,5
10,8,Moments of silence,3 December 2020,4,"Drink one full tablespoon of coconut water. If you use the same coconut water extraction method as another contestant, you will be disqualified.",FALSE,FALSE,FALSE,DQ,3,5,DQ,4
10,8,Moments of silence,3 December 2020,5,Team Live:Stare at your opponent without blinking. You must both be pulling the face that the Taskmaster chooses.,FALSE,FALSE,FALSE,2,4,2,4,4
10,9,Air Horn Andy,10 December 2020,1,Best bedding.,FALSE,FALSE,TRUE,3,2,2,4,5
10,9,Air Horn Andy,10 December 2020,2,"Make the biggest beer mat house on this table. While making your biggest beer mat house, you must ring the doorbell after exactly one minute, then after 58 more seconds, then 56 seconds and so on until 0 seconds. If you make more than two mistakes with the doorbell timing, you will be disqualified.",FALSE,FALSE,FALSE,4,DQ,DQ,5,3
10,9,Air Horn Andy,10 December 2020,3,"Complete the most tasks. There is one task behind each door. You may choose the order to open the doors. You may only move when the doors are moving and you must stay on this side of the white line. During the task, you must tell Alex which door to open within one minute of the previous door closing.",FALSE,FALSE,FALSE,5,3,1,2,4
10,9,Air Horn Andy,10 December 2020,4,Work out how many balls are in the basket. Every ball must be in the basket when you make your guess.,FALSE,FALSE,FALSE,5,DQ,DQ,3,4
10,9,Air Horn Andy,10 December 2020,5,Draw this monster the Taskmaster is going to describe.,TRUE,FALSE,FALSE,3,4,3,4,5
10,10,Dog meat trifle,17 December 2020,1,Greatest collection.,FALSE,FALSE,TRUE,4,3,2,5,1
10,10,Dog meat trifle,17 December 2020,3,Perform this song.,FALSE,TRUE,FALSE,5,2,2,2,5
10,10,Dog meat trifle,17 December 2020,4,Neatly hang all of Bernard's clothes on that coat rail. You must stay behind the line at all times.,FALSE,FALSE,FALSE,1,4,5,2,3
10,10,Dog meat trifle,17 December 2020,5,"Wearing mittens at all times, balance either all the mints or all the biscuits on a spaghetti bridge. The mints or biscuits must only touch spaghetti. The spaghetti must be balanced on the coconuts. The coconuts must remain on their stands.",TRUE,FALSE,FALSE,0,0,0,4,5
11,1,It's not your fault,18 March 2021,1,"Best thing you can carry, but only just.",FALSE,FALSE,TRUE,1,2,4,5,3
11,1,It's not your fault,18 March 2021,2,Do the most impressive thing under the table with one hand. You must be looking at the camera and waving with your other hand throughout your impressive thing.,FALSE,FALSE,FALSE,2,3[1],3,5,4
11,1,It's not your fault,18 March 2021,3,Catch the rat. You must be at least three metres from the rat when you catch it. The rat will run across the red green in 30 minutes.,FALSE,FALSE,FALSE,DQ,1,5,3[2],3[2]
11,1,It's not your fault,18 March 2021,4,"Deliver all the plates to Alex. When carrying the plates you must be traveling by scooter, or bicycle or hoverboard. For every plate fallen or broken you have 20 minutes added to your time.",FALSE,FALSE,FALSE,2,1,5,3[2],4[2]
11,1,It's not your fault,18 March 2021,5,"Stack your buckets so that they are taller than you, then put one beanbag on top of the buckets. You may not leave your spot at any point.",TRUE,FALSE,FALSE,0,0,0,0,5
11,2,The Lure of the Treacle Puppies,25 March 2021,1,Best drinking vessel.,FALSE,FALSE,TRUE,5,1,2,4,3
11,2,The Lure of the Treacle Puppies,25 March 2021,2,Make the balloon hover untethered for 20 seconds. During the hovering the top of the balloon must not be higher than your chin and the bottom of the balloon must not be lower than your waist. Also you must sneer throughout the 20 seconds.,FALSE,FALSE,FALSE,0,5,0,4,3
11,2,The Lure of the Treacle Puppies,25 March 2021,3,"Have an argument. You must take it in turns to angrily make a point using nor more than 10 words, and you must always end your point with a different four-letter word. You must look at each other throughout the argument and the person speaking must angrily wag their finger during their speech. The argument is over when there is ten seconds of silence, or when one of you looks away.",FALSE,TRUE,FALSE,2,2,5,5,2
11,2,The Lure of the Treacle Puppies,25 March 2021,4,Make the house haunted.,FALSE,FALSE,FALSE,3,3,4,4,5
11,2,The Lure of the Treacle Puppies,25 March 2021,5,Correctly guess your standing in the group. The Taskmaster will read out a category. Then you must hold the number that reflects your standing in the group.,TRUE,FALSE,FALSE,2,2,5,4,4
11,3,Run up a tree to the moon,1 April 2021,1,Most shocking thing bigger than a cat but smaller than a pig.,FALSE,FALSE,TRUE,1,3,5,3,3
11,3,Run up a tree to the moon,1 April 2021,2,Make the sauna stones hiss. You must be standing behind the rope when the sauna stones hiss. You may not move the sauna stones or this rope. You may not use a hose.,FALSE,FALSE,FALSE,4,1,2,3,5
11,3,Run up a tree to the moon,1 April 2021,3,Create the best new way to remember how many days each of the months has.,FALSE,FALSE,FALSE,3,4,1,2,5
11,3,Run up a tree to the moon,1 April 2021,4,"Get all of your luggage through security. You must stay inside the maze until your luggage has been through the x-ray machine. You may go under one rope, and release one rope. You may also disconnect one pole completely, but you must then pick up that pole and carry it for the rest of the task. If any of your luggage touches any of the barriers, the maze will restart and you must start again.",FALSE,FALSE,FALSE,DQ,DQ,5,DQ,4
11,3,Run up a tree to the moon,1 April 2021,5,Team Live:Act out a nursery rhyme for the Taskmaster to guess. You must remain silent and on your spots throughout.,FALSE,FALSE,FALSE,3,3,5,5,3
11,4,Premature conker,8 April 2021,1,Craziest thing.,FALSE,FALSE,TRUE,4,3,1,4,5
11,4,Premature conker,8 April 2021,2,Get all of the banana in the bottle. You may not break the bottle. The bottle may not leave the lab.,FALSE,FALSE,FALSE,1,3,4,DQ,5
11,4,Premature conker,8 April 2021,3,"Put the bag of salt on that table over there. No one may move whilst holding the bag of salt. If the bag of salt touches the ground at any point, you must return to your starting point. If any bell touches the ground at any point, you must return to your starting point. You may not touch the rope or your belts.",FALSE,TRUE,FALSE,5,5,DQ,DQ,5
11,4,Premature conker,8 April 2021,4,Get this sheet of loo roll as far from here as possible. Only this sheet of loo roll may touch the ground. The loo roll must not break at any point and the loo roll inner tube must stay on the loo roll holder at all times.,FALSE,FALSE,FALSE,DQ,5,DQ,DQ,4
11,4,Premature conker,8 April 2021,5,Write down what five things are in the bowl under the table and how many of each thing there are. You must look at the Taskmaster throughout this task. One of your hands must be in the bowl and the other must be holding your pen throughout the task.,TRUE,FALSE,FALSE,3,5,2,2,4
11,5,Slap and tong,15 April 2021,1,Best thing you can operate with your hand.,FALSE,FALSE,TRUE,1,5,4,3,2
11,5,Slap and tong,15 April 2021,2,Cover your lower half in biodegradable clingfilm and gaffer tape so that no part of your lower half isn't covered in biodegradable cling film and gaffer tape.,FALSE,FALSE,FALSE,3,5,1,2,4
11,5,Slap and tong,15 April 2021,3,Make the best uniform for this bee. You must wear your beekeeping outfit throughout the task.,FALSE,FALSE,FALSE,4,1,5,3,2
